,ID,OTAZKA,PEDAGOG,HODNOTA_CLOB_OCISTENO,LANG,token,lemma,pos,DetectSentiment,SENTIMENT
1481,629088,57,,Vše zvládnuto,['cs'],['All' 'handled'],['handle'],['DET' 'VERB'],['negative'],Negative
1482,626091,56,,Online cvičení přes MSTeams.,['cs'],['Online' 'exercises' 'through' 'MSTeams' '.'],['Online' 'exercise' 'MSTeams' '.'],['ADV' 'NOUN' 'ADP' 'PROPN' 'PUNCT'],['negative'],Positive
1483,629401,45,,Vše v pořádku,['cs'],['All' 'right' '.'],['.'],['DET' 'ADJ' 'PUNCT'],['negative'],Negative
1484,629403,54,,Předmět byl svým obsahem v rámci mého studijního programu unikátní,['cs'],['The' 'subject' 'was' 'unique' 'in' 'my' 'study' 'program'],['subject' 'unique' 'study' 'program'],['DET' 'NOUN' 'AUX' 'ADJ' 'ADP' 'PRON' 'NOUN' 'NOUN'],['positive'],Neutral
1485,629409,56,,Užití jednotného komunikačního prostředí (MS Teams),['cs'],"['Use' 'of' 'a' 'single' 'communication' 'environment' '(' 'MS' 'Teams'
 ')']",['single' 'communication' 'environment' '(' 'MS' 'Teams' ')'],['NOUN' 'ADP' 'DET' 'ADJ' 'NOUN' 'NOUN' 'PUNCT' 'PROPN' 'PROPN' 'PUNCT'],['positive'],Positive
1486,629410,47,,Praktické vysvětlení aplikace teoretických poznatků v rámci praktické realizace vlastního šetření,['cs'],"['Practical' 'explanation' 'of' 'application' 'of' 'theoretical'
 'knowledge' 'in' 'the' 'practical' 'implementation' 'of' 'own'
 'investigations']","['Practical' 'explanation' 'application' 'theoretical' 'knowledge'
 'practical' 'implementation' 'investigation']","['ADJ' 'NOUN' 'ADP' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'ADP' 'DET' 'ADJ' 'NOUN'
 'ADP' 'ADJ' 'NOUN']",['positive'],Positive
1487,629412,57,,Vše v pořádku,['cs'],['All' 'right' '.'],['.'],['DET' 'ADJ' 'PUNCT'],['negative'],Negative
1488,632648,54,,Předmět byl svým obsahem unikátní,['cs'],['The' 'subject' 'was' 'unique' 'in' 'its' 'content'],['subject' 'unique' 'content'],['DET' 'NOUN' 'AUX' 'ADJ' 'ADP' 'PRON' 'NOUN'],['positive'],Neutral
1489,631906,56,,Online přednášky a cvičení,['cs'],['Online' 'lectures' 'and' 'exercises'],['Online' 'lecture' 'exercise'],['ADJ' 'NOUN' 'CCONJ' 'NOUN'],['negative'],Positive
1490,631602,45,,Ještě lépe a přesněji specifikovat SP,['cs'],['Better' 'and' 'more' 'precisely' 'specify' 'SP'],['precisely' 'SP'],['ADJ' 'CCONJ' 'ADV' 'ADV' 'ADJ' 'PROPN'],['negative'],Negative
1491,631609,56,,online cvičení,['cs'],['online' 'exercise'],['online' 'exercise'],['ADJ' 'NOUN'],['na'],Positive
1492,611788,3,,"Praktické věci,které mi umožní zlepšit práci s daty.",['cs'],"['Practical' 'things' 'that' 'will' 'help' 'me' 'improve' 'my' 'data'
 'work' '.']",['Practical' 'thing' 'improve' 'data' 'work' '.'],"['ADJ' 'NOUN' 'PRON' 'AUX' 'VERB' 'PRON' 'VERB' 'PRON' 'NOUN' 'NOUN'
 'PUNCT']",['negative'],Positive
1493,618676,45,,R bych vyměnil za Python,['cs'],['R' 'would' 'trade' 'for' 'Python'],['trade' 'Python'],['PROPN' 'AUX' 'VERB' 'ADP' 'PROPN'],['positive'],Negative
1494,618682,54,,Vedlejší specializace - Inteligentní systémy 4IQ,['cs'],['Secondary' 'specialization' '-' 'Intelligent' 'Systems' '4IQ'],['Secondary' 'specialization' '-' 'Intelligent' 'Systems' '4IQ'],['ADJ' 'NOUN' 'PUNCT' 'ADJ' 'NOUN' 'NUM'],['na'],Neutral
1495,618690,56,,"video záznamy byly skvělé k závěrečné zkoušce ale i opakování toho, co člověk úplně nepochopil",['cs'],"['video' 'recordings' 'were' 'great' 'for' 'the' 'final' 'exam' 'but'
 'also' 'a' 'repetition' 'of' 'what' 'one' 'completely' 'misunderstood']","['video' 'recordings' 'great' 'final' 'exam' 'repetition' 'completely'
 'misunderstand']","['NOUN' 'NOUN' 'AUX' 'ADJ' 'ADP' 'DET' 'ADJ' 'NOUN' 'CCONJ' 'ADV' 'DET'
 'NOUN' 'SCONJ' 'DET' 'NUM' 'ADV' 'NOUN']",['positive'],Positive
1496,618691,47,,Praktická ukázka algoritmů ,['Unknown'],['Practical' 'example' 'of' 'algorithms'],['Practical' 'algorithm'],['ADJ' 'NOUN' 'ADP' 'NOUN'],['positive'],Positive
1497,618694,57,,Vše vyhovovalo,['Unknown'],['Everything' 'was' 'fine'],['fine'],['PRON' 'AUX' 'ADJ'],['positive'],Negative
1498,620013,45,,Využívat již pouze Power Bi.,['cs'],['Only' 'Power' 'Bi' 'is' 'used' '.'],['Power' 'Bi' '.'],['ADV' 'NOUN' 'NOUN' 'AUX' 'VERB' 'PUNCT'],['negative'],Negative
1499,620014,54,,"Databaze, tvorba konceptuálního modelu.",['cs'],"['Database' ',' 'creation' 'of' 'conceptual' 'model' '.']","['Database' ',' 'creation' 'conceptual' 'model' '.']",['NOUN' 'PUNCT' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'PUNCT'],['negative'],Neutral
1500,620018,56,,"Využití MS Teams, aktivní komunikace přes e-mail.",['cs'],"['Using' 'MS' 'Teams' ',' 'active' 'communication' 'via' 'email' '.']","['MS' 'Teams' ',' 'active' 'communication' 'email' '.']",['VERB' 'PROPN' 'PROPN' 'PUNCT' 'ADJ' 'NOUN' 'ADP' 'NOUN' 'PUNCT'],['negative'],Positive
1501,620019,47,,Tvorba semestrální práce,['cs'],['Creation' 'of' 'semester' 'work'],['Creation' 'semester' 'work'],['NOUN' 'ADP' 'NOUN' 'NOUN'],['negative'],Positive
1502,624418,45,,"Chyběla zpětná vazba k průběžným úkolům - cvičící by mohl úkoly ohodnotit/obodovat nejpozději do zadání dalšího úkolu, který na něj navazoval",['cs'],"['There' 'was' 'no' 'feedback' 'on' 'ongoing' 'tasks' '-' 'the' 'trainer'
 'could' 'evaluate' 'the' 'tasks/point' 'them' 'at' 'the' 'latest' 'by'
 'the' 'next' 'task' 'that' 'followed' 'him']","['feedback' 'ongoing' 'task' '-' 'trainer' 'evaluate' 'tasks/point' 'late'
 'task']","['PRON' 'VERB' 'DET' 'NOUN' 'SCONJ' 'ADJ' 'NOUN' 'PUNCT' 'DET' 'NOUN'
 'AUX' 'VERB' 'DET' 'VERB' 'PRON' 'ADP' 'DET' 'ADJ' 'ADP' 'DET' 'ADJ'
 'NOUN' 'PRON' 'VERB' 'PRON']",['positive'],Negative
1503,624425,56,,Interaktivní cvičení přes Zoom (sdílení tabule a obrazovky),['cs'],"['Interactive' 'exercises' 'through' 'Zoom' '(' 'sharing' 'boards' 'and'
 'screens' ')']",['Interactive' 'exercise' 'Zoom' '(' 'share' 'board' 'screen' ')'],['ADJ' 'NOUN' 'ADP' 'PROPN' 'PUNCT' 'VERB' 'NOUN' 'CCONJ' 'NOUN' 'PUNCT'],['positive'],Positive
1504,620905,56,,Online prednasky. ,['Unknown'],['Online' 'prednasky' '.'],['Online' 'prednasky' '.'],['ADV' 'NOUN' 'PUNCT'],['negative'],Positive
1505,620910,57,,Cviceni by byly byvaly byly lepsi prezencne.,['cs'],['The' 'exercises' 'would' 'be' 'better' 'presented' '.'],['exercise' 'present' '.'],['DET' 'NOUN' 'AUX' 'AUX' 'ADJ' 'VERB' 'PUNCT'],['positive'],Negative
1506,654474,45,,Předmět jsem si omluvil,['cs'],['I' 'apologized' 'for' 'the' 'subject' '.'],['apologize' 'subject' '.'],['PRON' 'VERB' 'ADP' 'DET' 'NOUN' 'PUNCT'],['negative'],Negative
1507,642837,54,,"Z mého pohledu jde spíše o ukotvení poznatků z jiných předmětů. Částečně s IT Gov, Analýza a návrh IS. ",['cs'],"['From' 'my' 'point' 'of' 'view' ',' 'it' 'is' 'more' 'about' 'anchoring'
 'knowledge' 'from' 'other' 'subjects' '.' 'Partly' 'with' 'IT' 'Gov' ','
 'Analysis' 'and' 'IS' 'design' '.']","['point' 'view' ',' 'anchor' 'knowledge' 'subject' '.' 'Partly' 'Gov' ','
 'Analysis' 'design' '.']","['ADP' 'PRON' 'NOUN' 'ADP' 'NOUN' 'PUNCT' 'PRON' 'AUX' 'ADJ' 'SCONJ'
 'VERB' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'PUNCT' 'ADV' 'ADP' 'PRON' 'PROPN'
 'PUNCT' 'PROPN' 'CCONJ' 'AUX' 'NOUN' 'PUNCT']",['negative'],Neutral
1508,641455,45,,přednášky by mohly být srozumitelné a smysluplné.,['cs'],['lectures' 'could' 'be' 'understandable' 'and' 'meaningful' '.'],['lecture' 'understandable' 'meaningful' '.'],['NOUN' 'AUX' 'AUX' 'ADJ' 'CCONJ' 'ADJ' 'PUNCT'],['negative'],Negative
1509,660622,54,,"práce s wordem, excelem a prezentací se dělá na hodně předmětů",['cs'],"['work' 'with' 'word' ',' 'excel' 'and' 'presentation' 'is' 'done' 'on'
 'a' 'lot' 'of' 'subjects']","['work' 'word' ',' 'excel' 'presentation' 'lot' 'subject']","['VERB' 'ADP' 'NOUN' 'PUNCT' 'NOUN' 'CCONJ' 'NOUN' 'AUX' 'VERB' 'ADP'
 'DET' 'NOUN' 'ADP' 'NOUN']",['negative'],Neutral
1510,657333,56,,Minitesty za extra body přes InSiS a ne přes Kahoot,['cs'],"['Minitates' 'for' 'extra' 'points' 'through' 'InSiS' 'and' 'not' 'via'
 'Kahoot']",['Minitates' 'extra' 'point' 'InSiS' 'Kahoot'],['PROPN' 'ADP' 'ADJ' 'NOUN' 'ADP' 'PROPN' 'CCONJ' 'PART' 'ADJ' 'PROPN'],['negative'],Positive
1511,657334,47,,"Nic. Byl nejnudnější předmět, který jsem měla.",['cs'],['He' 'was' 'the' 'most' 'boring' 'object' 'I' 'ever' 'had' '.'],['boring' 'object' '.'],['PRON' 'AUX' 'DET' 'ADV' 'ADJ' 'NOUN' 'PRON' 'ADV' 'VERB' 'PUNCT'],['negative'],Positive
1512,656184,47,,"učili sme sa tak, že sme prakticky robili databázu, respektíve ju používali",['sk'],"['We' 'taught' 'it' 'so' 'that' 'we' 'practically' 'rocked' 'the'
 'database' ',' 'respected' 'it' '.']","['teach' 'practically' 'rock' 'database' ',' 'respect' '.']","['PRON' 'VERB' 'PRON' 'SCONJ' 'SCONJ' 'PRON' 'ADV' 'VERB' 'DET' 'NOUN'
 'PUNCT' 'VERB' 'PRON' 'PUNCT']",['positive'],Positive
1513,650845,56,,Komunikace před slack,['cs'],['Communication' 'before' 'the' 'slack'],['Communication' 'slack'],['NOUN' 'ADP' 'DET' 'NOUN'],['positive'],Positive
1514,650846,47,,"Pan Vencovský je skvělý člověk, přesně takto bych si představoval vysokoškolského vyučujícího v dnešním století. Snaží se se vším pomoct, vysvětlit, je nadmíru férový, problematice skvěle rozumí a látku podává skvělým způsobem. Jsem smutný, že neučí již z žádných předmětů které mi zbývají. Ohledně předmětu - měl jsem z něj původne strach, že se jedná o náročnostně vysší programováni než v minulém předmětu, nicméně se mi líbilo, že se nejedná jen o programováni, ale předmět je pojat jako komplexní knowledge celého vývoje programu a
GUI.",['cs'],"['Mr' 'Vencovsky' 'is' 'a' 'great' 'man' ',' 'just' 'like' 'I' 'imagined'
 'a' 'university' 'teacher' 'in' ""today's"" 'century' '.' 'He' 'tries' 'to'
 'help' ',' 'explain' ',' 'is' 'extremely' 'fair' ',' 'the' 'issue']","['Mr' 'Vencovsky' 'great' 'man' ',' 'imagine' 'university' 'teacher'
 ""today's"" 'century' '.' ',' 'explain' ',' 'extremely' 'fair' ',' 'issue']","['PROPN' 'PROPN' 'AUX' 'DET' 'ADJ' 'NOUN' 'PUNCT' 'ADV' 'SCONJ' 'PRON'
 'VERB' 'DET' 'NOUN' 'NOUN' 'ADP' 'ADJ' 'NOUN' 'PUNCT' 'PRON' 'VERB'
 'PART' 'VERB' 'PUNCT' 'VERB' 'PUNCT' 'AUX' 'ADV' 'ADJ' 'PUNCT' 'DET'
 'NOUN']",['negative'],Positive
1515,657325,45,,"Zrušit předmět, je úplně zbytečný.",['cs'],"['Cancel' 'the' 'subject' ',' ""it's"" 'completely' 'useless' '.']","['Cancel' 'subject' ',' 'completely' 'useless' '.']",['VERB' 'DET' 'NOUN' 'PUNCT' 'PRON' 'ADV' 'ADJ' 'PUNCT'],['positive'],Negative
1516,643655,56,,Průběžné testy přes INSIS,['cs'],['Continuous' 'tests' 'via' 'INSIS'],['Continuous' 'test' 'INSIS'],['ADJ' 'NOUN' 'ADP' 'PROPN'],['positive'],Positive
1517,643660,57,, ,[],[],[],[],[],Negative
1518,658724,45,,práce s testovacími nástroji v celém životním cyklu,['cs'],['Working' 'with' 'test' 'tools' 'throughout' 'the' 'life' 'cycle'],['Working' 'test' 'tool' 'life' 'cycle'],['VERB' 'ADP' 'NOUN' 'NOUN' 'ADP' 'DET' 'NOUN' 'NOUN'],['negative'],Negative
1519,658732,47,,příklady z praxe,['cs'],['examples' 'from' 'practice'],['example' 'practice'],['NOUN' 'ADP' 'NOUN'],['negative'],Positive
1520,659361,56,,nahrávané přednášky,['cs'],['Recorded' 'lectures'],['Recorded' 'lecture'],['VERB' 'NOUN'],['na'],Positive
1521,640500,47,,"Přínosný do praxe, pojat výbornou formou. ",['cs'],"['Beneficial' 'to' 'practice' ',' 'conceived' 'in' 'an' 'excellent' 'form'
 '.']","['Beneficial' 'practice' ',' 'conceive' 'excellent' 'form' '.']",['ADJ' 'ADP' 'NOUN' 'PUNCT' 'VERB' 'ADP' 'DET' 'ADJ' 'NOUN' 'PUNCT'],['positive'],Positive
1522,640941,56,,Větší pravděpodobnost získat body za aktivitu při testu z přednášky.,['cs'],"['More' 'likely' 'to' 'gain' 'points' 'for' 'activity' 'during' 'the'
 'test' 'from' 'the' 'lecture' '.']",['gain' 'point' 'activity' 'test' 'lecture' '.'],"['ADV' 'ADJ' 'PART' 'VERB' 'NOUN' 'ADP' 'NOUN' 'ADP' 'DET' 'NOUN' 'ADP'
 'DET' 'NOUN' 'PUNCT']",['negative'],Positive
1523,654488,57,,Předmět jsem si omluvil,['cs'],['I' 'apologized' 'for' 'the' 'subject' '.'],['apologize' 'subject' '.'],['PRON' 'VERB' 'ADP' 'DET' 'NOUN' 'PUNCT'],['negative'],Negative
1524,658731,56,,přednášky,['cs'],['lectures'],['lecture'],['NOUN'],['na'],Positive
1525,638849,56,,Online způsob přednášek.,['cs'],['Online' 'way' 'of' 'lectures' '.'],['Online' 'lecture' '.'],['ADJ' 'NOUN' 'ADP' 'NOUN' 'PUNCT'],['negative'],Positive
1526,660046,45,,"První polovina semestru je věnována téměř čistě opisování kódu z tabule (prezentace), což nám nic nedá. Ke konci semestru, v druhé polovině, se najednou vše otočí. Vyučující očekává perfektní návrh aplikace a následně za dva týdny chce naprogramovanou aplikaci. To je nereálné. Jediná výhoda je, že hodnocení je velmi mírné. Ale výuka nám takto nic nedává. Vím, že z nás nemají byt programátoři, ale k čemu je tedy tento předmět? Možná aby nás naučil teamové práci a trpělivosti? Nevím, bylo by dobré utřídit si to.",['cs'],"['The' 'first' 'half' 'of' 'the' 'semester' 'is' 'devoted' 'to' 'almost'
 'purely' 'copying' 'code' 'from' 'the' 'board' '(' 'presentation' '),'
 'which' 'will' 'not' 'give' 'us' 'anything' '.' 'At' 'the' 'end' 'of'
 'the' 'semester' ',' 'in' 'the' 'second' 'half' ',' 'all']","['half' 'semester' 'devote' 'purely' 'copy' 'code' 'board' '('
 'presentation' '),' 'give' '.' 'end' 'semester' ',' 'half' ',']","['DET' 'ADJ' 'NOUN' 'ADP' 'DET' 'NOUN' 'AUX' 'VERB' 'ADP' 'ADV' 'ADV'
 'VERB' 'NOUN' 'ADP' 'DET' 'NOUN' 'PUNCT' 'NOUN' 'NOUN' 'PRON' 'AUX'
 'PART' 'VERB' 'PRON' 'PRON' 'PUNCT' 'ADP' 'DET' 'NOUN' 'ADP' 'DET' 'NOUN'
 'PUNCT' 'ADP' 'DET' 'ADJ' 'NOUN' 'PUNCT' 'DET']",['positive'],Negative
1527,660054,56,,"Nahrávání cvičení a přednášek bylo velmi příjemné, protože ač jsem navštěvoval všechny cvičení, bylo skvělé podívat se na některé výklady učiva znovu.",['cs'],"['Recording' 'exercises' 'and' 'lectures' 'was' 'very' 'pleasant'
 'because' 'although' 'I' 'was' 'attending' 'all' 'the' 'exercises' ','
 'it' 'was' 'great' 'to' 'look' 'at' 'some' 'interpretations' 'of' 'the'
 'study' 'again' '.']","['Recording' 'exercise' 'lecture' 'pleasant' 'attend' 'exercise' ','
 'great' 'interpretation' 'study' '.']","['VERB' 'NOUN' 'CCONJ' 'NOUN' 'AUX' 'ADV' 'ADJ' 'SCONJ' 'SCONJ' 'PRON'
 'AUX' 'VERB' 'DET' 'DET' 'NOUN' 'PUNCT' 'PRON' 'AUX' 'ADJ' 'PART' 'VERB'
 'ADP' 'DET' 'NOUN' 'ADP' 'DET' 'NOUN' 'ADV' 'PUNCT']",['positive'],Positive
1528,660055,47,,Nápad předmětu je dobrý - určitě by se tyto znalosti absolventům našeho oboru hodily - problém nastává v realizaci předmětu. Viz další otázka.,['cs'],"['The' 'idea' 'of' 'the' 'subject' 'is' 'good' '-' 'this' 'knowledge'
 'would' 'certainly' 'be' 'useful' 'for' 'graduates' 'of' 'our' 'field'
 '-' 'the' 'problem' 'arises' 'in' 'the' 'implementation' 'of' 'the'
 'subject' '.' 'See' 'the' 'next' 'question' '.']","['idea' 'subject' 'good' '-' 'knowledge' 'graduate' 'field' '-' 'problem'
 'arise' 'implementation' 'subject' '.' 'question' '.']","['DET' 'NOUN' 'ADP' 'DET' 'NOUN' 'AUX' 'ADJ' 'PUNCT' 'PRON' 'NOUN' 'AUX'
 'ADV' 'AUX' 'ADJ' 'ADP' 'NOUN' 'ADP' 'PRON' 'NOUN' 'PUNCT' 'DET' 'NOUN'
 'NOUN' 'ADP' 'DET' 'NOUN' 'ADP' 'DET' 'NOUN' 'PUNCT' 'VERB' 'DET' 'ADJ'
 'NOUN' 'PUNCT']",['positive'],Positive
1529,660058,57,,V tomto předmětu probíhala výuka dle mých představ.,['cs'],['This' 'course' 'was' 'taught' 'according' 'to' 'my' 'wishes' '.'],['teach' 'wish' '.'],['DET' 'NOUN' 'AUX' 'VERB' 'VERB' 'ADP' 'PRON' 'NOUN' 'PUNCT'],['negative'],Negative
1530,651329,45,,"Asi to pada pravidelne, ale vyuka od 7:30",['Unknown'],"[""It's"" 'probably' 'going' 'to' 'fall' 'regularly' ',' 'but' ""it's""
 'teaching' 'at' '7:30' '.']","['fall' 'regularly' ',' 'teach' '7:30' '.']","['PRON' 'ADV' 'VERB' 'PART' 'VERB' 'ADV' 'PUNCT' 'CCONJ' 'PRON' 'VERB'
 'ADP' 'NUM' 'PUNCT']",['positive'],Negative
1531,651335,54,,-,['Unknown'],['-'],['-'],['PUNCT'],['na'],Neutral
1532,651342,56,,Cviceni a konzultace projektu na MS Teams byly skvele zvladnuty. Cvicici byli dostupni temer porad. ,['cs'],"['The' 'training' 'and' 'consultation' 'of' 'the' 'MS' 'Teams' 'project'
 'was' 'very' 'well' 'handled' '.']",['training' 'consultation' 'MS' 'Teams' 'project' 'handle' '.'],"['DET' 'NOUN' 'CCONJ' 'NOUN' 'ADP' 'DET' 'PROPN' 'PROPN' 'NOUN' 'AUX'
 'ADV' 'ADV' 'VERB' 'PUNCT']",['positive'],Positive
1533,651344,47,,Velmi prakticky resena cviceni,['cs'],['Very' 'practical' 'resena' 'pracovni'],['practical' 'resena' 'pracovni'],['ADV' 'ADJ' 'NOUN' 'NOUN'],['positive'],Positive
1534,651346,57,,Komunikace terminu prednasek distancni formou. ,['Unknown'],['Communication' 'of' 'term' 'prednasek' 'in' 'a' 'distance' 'form' '.'],['Communication' 'term' 'prednasek' 'distance' 'form' '.'],['NOUN' 'ADP' 'NOUN' 'NOUN' 'ADP' 'DET' 'NOUN' 'NOUN' 'PUNCT'],['positive'],Negative
1535,660188,56,,nahrávané přednášky,['cs'],['Recorded' 'lectures'],['Recorded' 'lecture'],['VERB' 'NOUN'],['na'],Positive
1536,643629,54,,Softwarové inžený,['cs'],['Software' 'Engineed'],['Software' 'Engineed'],['PROPN' 'PROPN'],['na'],Neutral
1537,641214,47,,Přístup a sympatičnost lektorů. ,['cs'],['The' 'approach' 'and' 'sympathy' 'of' 'the' 'lecturers' '.'],['approach' 'sympathy' 'lecturer' '.'],['DET' 'NOUN' 'CCONJ' 'NOUN' 'ADP' 'DET' 'NOUN' 'PUNCT'],['negative'],Positive
1538,641216,57,,Špatně se mi učí bez lidského kontaktu. Poslouchat přednášky anebo pracovat na cvičeních přes internet pro mě bylo namáhavější. ,['cs'],"['I' 'have' 'a' 'hard' 'time' 'learning' 'without' 'human' 'contact' ','
 'listening' 'to' 'lectures' 'or' 'working' 'on' 'online' 'exercises'
 'was' 'more' 'difficult' 'for' 'me' '.']","['hard' 'time' 'learn' 'human' 'contact' ',' 'listen' 'lecture' 'work'
 'online' 'exercise' 'difficult' '.']","['PRON' 'VERB' 'DET' 'ADJ' 'NOUN' 'VERB' 'ADP' 'ADJ' 'NOUN' 'PUNCT' 'VERB'
 'ADP' 'VERB' 'CCONJ' 'VERB' 'ADP' 'NOUN' 'NOUN' 'AUX' 'ADJ' 'ADJ' 'ADP'
 'PRON' 'PUNCT']",['negative'],Negative
1539,641464,47,,cvičení,['Unknown'],['Exercise'],['Exercise'],['PROPN'],['na'],Positive
1540,654477,54,,Předmět jsem si omluvil,['cs'],['I' 'apologized' 'for' 'the' 'subject' '.'],['apologize' 'subject' '.'],['PRON' 'VERB' 'ADP' 'DET' 'NOUN' 'PUNCT'],['negative'],Neutral
1541,654485,56,,Předmět jsem si omluvil,['cs'],['I' 'apologized' 'for' 'the' 'subject' '.'],['apologize' 'subject' '.'],['PRON' 'VERB' 'ADP' 'DET' 'NOUN' 'PUNCT'],['negative'],Positive
1542,654486,47,,Předmět jsem si omluvil,['cs'],['I' 'apologized' 'for' 'the' 'subject' '.'],['apologize' 'subject' '.'],['PRON' 'VERB' 'ADP' 'DET' 'NOUN' 'PUNCT'],['negative'],Positive
1543,642069,56,,možnosť prehrať si kedykoľvek cvičenia/prednášky zo záznamu,['sk'],['možnostsť' 'prehrať' 'si' 'kedykoľvek' 'vočenia/prednášky' 'zo' 'record'],['možnostsť' 'prehrať' 'si' 'kedykoľvek' 'vočenia/prednášky' 'zo' 'record'],['NOUN' 'NOUN' 'NOUN' 'NOUN' 'NOUN' 'NOUN' 'NOUN'],['negative'],Positive
1544,642070,47,,praktické využitie SQL,['sk'],['practical' 'use' 'of' 'SQL'],['practical' 'SQL'],['ADJ' 'NOUN' 'ADP' 'PROPN'],['negative'],Positive
1545,642072,57,,nič,['Unknown'],['Zero'],[],['PROPN'],['na'],Negative
1546,642697,56,,Nahrávání přednášek a možnost si je tak pouštět vícekrát.,['cs'],['Recording' 'lectures' 'and' 'playing' 'them' 'more' 'times' '.'],['Recording' 'lecture' 'play' 'time' '.'],['VERB' 'NOUN' 'CCONJ' 'VERB' 'PRON' 'ADJ' 'NOUN' 'PUNCT'],['positive'],Positive
1547,642698,47,,"Grafika byla probírána opravdu od začátku a byla vhodná i pro lidi, co se nikdy s Photoshopem nesetkali.",['cs'],"['The' 'graphics' 'was' 'discussed' 'from' 'the' 'beginning' 'and' 'was'
 'also' 'suitable' 'for' 'people' 'who' 'had' 'never' 'met' 'Photoshop'
 '.']",['graphics' 'discuss' 'begin' 'suitable' 'people' 'meet' 'Photoshop' '.'],"['DET' 'NOUN' 'AUX' 'VERB' 'ADP' 'DET' 'NOUN' 'CCONJ' 'AUX' 'ADV' 'ADJ'
 'ADP' 'NOUN' 'PRON' 'AUX' 'ADV' 'VERB' 'PROPN' 'PUNCT']",['positive'],Positive
1548,644394,47,,Největší zásluhu na kvalitě tohoto předmětu nají cvičící a přednášející.,['cs'],"['The' 'greatest' 'credit' 'for' 'the' 'quality' 'of' 'this' 'course' 'is'
 'given' 'by' 'the' 'trainer' 'and' 'lecturer' '.']",['great' 'credit' 'quality' 'trainer' 'lecturer' '.'],"['DET' 'ADJ' 'NOUN' 'ADP' 'DET' 'NOUN' 'ADP' 'DET' 'NOUN' 'AUX' 'VERB'
 'ADP' 'DET' 'NOUN' 'CCONJ' 'NOUN' 'PUNCT']",['negative'],Positive
1549,646945,45,,Více to propojit s ostatními předměty,['cs'],['More' 'to' 'connect' 'it' 'to' 'other' 'objects'],['connect' 'object'],['ADV' 'PART' 'VERB' 'PRON' 'ADP' 'ADJ' 'NOUN'],['negative'],Negative
1550,646947,54,,v ničem,['Unknown'],['Nothing'],[],['PRON'],['positive'],Neutral
1551,646953,56,,materiály pro excel a word na doma,['Unknown'],['materials' 'for' 'excel' 'a?word' 'on' 'at' 'home'],['material' 'excel' 'a?word' 'home'],['NOUN' 'ADP' 'PROPN' 'NOUN' 'ADP' 'ADP' 'NOUN'],['positive'],Positive
1552,646954,47,,Praktické znalosti - téma ze cvičení,['Unknown'],['Practical' 'Knowledge' '-' 'Theme' 'From' 'Exercise'],['Practical' 'Knowledge' '-' 'Theme' 'Exercise'],['ADJ' 'PROPN' 'PUNCT' 'PROPN' 'ADP' 'PROPN'],['negative'],Positive
1553,646958,57,,Nic,['Unknown'],['Nothing'],[],['PRON'],['positive'],Negative
1554,647421,45,,"Přednášejícího ve Vencovského aule není slyšet, a na slidy není vidět, protože jsou přecpané textem. Teorie nepraktická a nepřínosná. Myslím že studenti mají víc zájem dělat Office v praxi a cvičit si ho, protože to opravdu využijí. ",['cs'],"['The' 'lecturer' 'in' 'the' 'Vencovská' 'auditorium' 'is' 'not' 'heard'
 ',' 'and' 'the' 'slides' 'are' 'not' 'visible' 'because' 'they' 'are'
 'crowded' 'with' 'text' '.' 'The' 'theory' 'of' 'impractical' 'and'
 'inconvenient']","['lecturer' 'Vencovská' 'auditorium' 'hear' ',' 'slide' 'visible' 'crowd'
 'text' '.' 'theory' 'impractical' 'inconvenient']","['DET' 'NOUN' 'ADP' 'DET' 'PROPN' 'NOUN' 'AUX' 'PART' 'VERB' 'PUNCT'
 'CCONJ' 'DET' 'NOUN' 'AUX' 'PART' 'ADJ' 'SCONJ' 'PRON' 'AUX' 'VERB' 'ADP'
 'NOUN' 'PUNCT' 'DET' 'NOUN' 'ADP' 'ADJ' 'CCONJ' 'ADJ']",['positive'],Negative
1555,647429,56,,líbilo se mi že nám byly posílané materiály a paní Veselá ochotně odpovídala na maily,['cs'],"['I' 'liked' 'that' 'we' 'were' 'sent' 'materials' 'and' 'Mrs' '.'
 'Veselá' 'willingly' 'replied' 'to' 'the' 'emails']",['material' 'Mrs' '.' 'Veselá' 'willingly' 'reply' 'emails'],"['PRON' 'VERB' 'SCONJ' 'PRON' 'AUX' 'VERB' 'NOUN' 'CCONJ' 'PROPN' 'PUNCT'
 'PROPN' 'ADV' 'VERB' 'ADP' 'DET' 'NOUN']",['positive'],Positive
1556,647430,47,,"Word, Excel",['en'],"['Word' ',' 'Excel']","['Word' ',' 'Excel']",['PROPN' 'PUNCT' 'PROPN'],['negative'],Positive
1557,640784,47,,Osobitý přístup. Byli jsme zapojováni do hodiny.,['cs'],['We' 'were' 'engaged' 'in' 'class' '.'],['engage' 'class' '.'],['PRON' 'AUX' 'VERB' 'ADP' 'NOUN' 'PUNCT'],['positive'],Positive
